title,uri,raw_ec_thumbnails,raw_ec_shortdesc,raw_lcbo_tastingnotes,raw_lcbo_region_name,raw_country_of_manufacture,raw_lcbo_program,raw_created_at,raw_is_buyable,raw_ec_price,raw_ec_promo_price,raw_ec_final_price,raw_lcbo_unit_volume,raw_lcbo_alcohol_percent,raw_lcbo_sugar_gm_per_ltr,raw_lcbo_bottles_per_pack,raw_sysconcepts,raw_ec_category,raw_ec_category_filter,raw_lcbo_varietal_name,raw_stores_stock,raw_stores_stock_combined,raw_stores_low_stock_combined,raw_stores_low_stock,raw_out_of_stock,stores_inventory,raw_online_inventory,raw_avg_reviews,raw_ec_rating,weighted_rating,raw_view_rank_yearly,raw_view_rank_monthly,raw_sell_rank_yearly,raw_sell_rank_monthly
El Goru Gold Mad Hairy Fella Monastrell/Syrah/Cabernet Sauvignon 2020,https://www.lcbo.com/en/goru-gold-red-blend-2017-13621,https://aem.lcbo.com/content/dam/lcbo/products/0/1/3/6/013621.jpg.thumb.319.319.png,"Dark and luscious character here, with aromas of spiced plums, black cherries, vanilla, licorice and dark chocolate. Full-bodied and fruit-forward with mellow character, creamy tannins and a long finish. Monastrell and syrah. Drink or hold. Score - 91. (jamessuckling.com, May 3, 2022)","Dark and luscious character here, with aromas of spiced plums, black cherries, vanilla, licorice and dark chocolate. Full-bodied and fruit-forward with mellow character, creamy tannins and a long finish. Monastrell and syrah. Drink or hold. Score - 91. (jamessuckling.com, May 3, 2022)",Jumilla,Spain,['Vintages'],1642639774000,true,18.95,N/A,18.95,750,14.5,4.0,1,dark ; long finish ; creamy tannins ; black cherries ; spiced plums ; hold ; Drink ; syrah ; Monastrell ; fruit-forward ; Full-bodied,"['Events', 'Vintages', 'Collections', 'Vintages|Last Call!', 'Events|Vintages Events', 'Collections|Last Chance', 'Vintages|High-scoring Wines', 'Collections|Top Scored Wines', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Collections|Shop Low-Sugar Wines', 'Events|Vintages Events|UGCB Event', 'Vintages|High-scoring Wines|Red Wine', 'Vintages|Last Call!|Wines for Every Palate', 'Vintages|Last Call!|Wines for Every Budget', 'Vintages|New Release Collection|March 1 2025', 'Collections|Last Chance|Last Chance - Red Wine', 'Vintages|Last Call!|Wines for Every Palate|Red', 'Vintages|New Release Collection|Previous Releases ', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Vintages|Last Call!|Wines for Every Budget|Under $25', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Monastrell (Mourvèdre) Blend,true,true,false,false,false,108,108,7,4.0,4.349080731554311,2149,2273,3222,2706
Domaine Hatzimichalis Cabernet Sauvignon,https://www.lcbo.com/en/domaine-hatzimichalis-cabernet-sauvignon-538074,https://aem.lcbo.com/content/dam/lcbo/products/5/3/8/0/538074.jpg.thumb.319.319.png,"This estate-grown Cabernet Sauvignon is aged 12 months in new and used French oak barrels. Expect pronounced aromas of dark fruit with smoky and herbal notes. Dark fruit flavours with toasty oak, earth, and spice show well on the palate; it is full-bodied and complex with generous tannins. Enjoy with red meats.","This estate-grown Cabernet Sauvignon is aged 12 months in new and used French oak barrels. Expect pronounced aromas of dark fruit with smoky and herbal notes. Dark fruit flavours with toasty oak, earth, and spice show well on the palate; it is full-bodied and complex with generous tannins. Enjoy with red meats.",N/A,Greece,N/A,1642640684000,true,19.95,N/A,19.95,750,14.5,5.0,1,dark ; oak ; red meats ; generous tannins ; spice show ; herbal notes ; pronounced aromas ; Cabernet Sauvignon,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|Shop Low-Sugar Wines', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|$15 to $20', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Deals|Aeroplan|Greek Wines: Free Shipping + Earn Aeroplan Bonus Points', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Cabernet Sauvignon,true,true,false,false,false,17,17,4,4.8,4.652455174030235,5571,6272,4224,N/A
Dandelion Menagerie of the Barossa Grenache/Shiraz/Mataro 2022,https://www.lcbo.com/en/dandelion-vineyards-menagerie-of-the-barossa-grenache-shiraz-mataro-2019-399899,https://aem.lcbo.com/content/dam/lcbo/products/3/9/9/8/399899.jpg.thumb.319.319.png,"Oh boy does this one hang together beautifully. A classic Barossa combination that has proved to be such a winner over the years. Bright red fruits with raspberry and floral rose petal nuances. It's medium bodied but carries so much, thoroughly delicious flavour. There's a slightly dusty chalky finish to complement the sweet red fruits. Drink by: 2024-2032. Score - 94. (Ray Jordan, winepilot.com, Feb. 2024)","Oh boy does this one hang together beautifully. A classic Barossa combination that has proved to be such a winner over the years. Bright red fruits with raspberry and floral rose petal nuances. It's medium bodied but carries so much, thoroughly delicious flavour. There's a slightly dusty chalky finish to complement the sweet red fruits. Drink by: 2024-2032. Score - 94. (Ray Jordan, winepilot.com, Feb. 2024)",South Australia,Australia,['Vintages'],1648539028000,true,21.45,N/A,21.45,750,14.5,3.0,1,dusty chalky ; delicious flavour ; medium bodied ; petal nuances ; classic Barossa ; carries ; raspberry ; winner,"['Deals', 'Vintages', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Deals|Vintages Black Friday Sale', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Grenache/Syrah/Mourvèdre,false,false,true,true,true,0,0,1,5.0,4.630397494220299,470,5603,1982,N/A
Featherstone Cabernet Franc,https://www.lcbo.com/en/featherstone-cabernet-franc-64618,https://aem.lcbo.com/content/dam/lcbo/products/0/6/4/6/064618.jpg.thumb.319.319.png,"This Cab Franc consistently overdelivers at this price point. Excellent depth and complexity of floral, cassis, cedar and savoury herbs notes accented by chocolate tones. Balanced and structured, it can be enjoyed tonight with your favourite grilled meats.","This Cab Franc consistently overdelivers at this price point. Excellent depth and complexity of floral, cassis, cedar and savoury herbs notes accented by chocolate tones. Balanced and structured, it can be enjoyed tonight with your favourite grilled meats.",Ontario,Canada,['Vintages'],1642640968000,true,21.95,19.95,19.95,750,12.3,3.0,1,grilled meats ; chocolate tones ; herbs notes ; complexity of floral ; Balanced ; cedar ; cassis,"['Deals', 'Vintages', 'Gift Shop', 'Collections', 'Deals|Aeroplan', 'Collections|VQA', 'Collections|Ontario', 'Collections|On Sale', 'Vintages|Ontario Reds', 'Gift Shop|Popular Gifts', 'Vintages|VQA must-haves', 'Collections|Canadian Picks', 'Collections|Ontario|Niagara', 'Gift Shop|For the Wine Lover', 'Collections|On Sale|Red Wine', 'Vintages|Vintages on Vacation', 'Vintages|Summer Store Program', 'Vintages|Essentials under $25', 'Vintages|Better-for-you Wines', 'Vintages|Local Wines from $15', 'Collections|Shop Low-Sugar Wines', 'Collections|Ontario|Great Choices', 'Vintages|Red Essentials under $30', 'Vintages|Red Wine Gifts Under $30', 'Collections|VQA|Ontario VQA Wines', 'Collections|Shop Red Wines by Price', 'Collections|VQA Red Wine Food Pairings', 'Vintages|Vintages Essentials Collection', 'Vintages|Vintages on Vacation|Low Sugar', 'Deals|Aeroplan|Ontario VQA Wines Bonus Offer', 'Vintages|Summer Store Program|Wines under $30', 'Collections|Shop Red Wines by Price|$20 to $30', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Collections|Premium Ontario VQA Wines for Thanksgiving ', 'Collections|VQA Red Wine Food Pairings|Pairings for Beef', 'Collections|VQA Red Wine Food Pairings|Pairings for Roast Turkey', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Cabernet Franc,true,true,false,false,false,19,19,5,4.8,4.662291495761552,2753,1801,2397,1394
Folonari Valpolicella Classico DOC,https://www.lcbo.com/en/folonari-valpolicella-classico-doc-27373,https://aem.lcbo.com/content/dam/lcbo/products/0/2/7/3/027373.jpg.thumb.319.319.png,"Valpolicella, one of Italy's iconic wines, is a blend of three grapes: Corvina, Rondinella, and Molinaro. Folonari has been producing exceptional wines in the Veneto region since 1825. The hugely popular Folonari Valpolicella is round, ripe and medium-bodied, showing raspberry, wild strawberry and vanilla notes.","Valpolicella, one of Italy's iconic wines, is a blend of three grapes: Corvina, Rondinella, and Molinaro. Folonari has been producing exceptional wines in the Veneto region since 1825. The hugely popular Folonari Valpolicella is round, ripe and medium-bodied, showing raspberry, wild strawberry and vanilla notes.",Veneto,Italy,N/A,1665151225000,true,50.95,N/A,50.95,3000,12.5,4.0,1,Folonari Valpolicella ; vanilla notes ; wild strawberry ; showing raspberry ; hugely popular ; Veneto region ; producing exceptional ; ripe,"['Deals', 'Events', 'Collections', 'Deals|Aeroplan', 'Collections|Italy Reds', 'Events|Vintages Events', 'Collections|Large Format Wines', 'Collections|Shop Low-Sugar Wines', 'Events|Vintages Events|UGCB Event', 'Collections|Summer Savings on Wines', 'Deals|Aeroplan|Spend and Get on Italian products', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Deals|Aeroplan|Cyber Monday Aeroplan 2X Points Offer', 'Deals|Aeroplan|Spend and Get on Italian products|Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Valpolicella,true,true,false,false,false,12,12,2,5.0,4.661197703035274,1913,1256,2709,2293
Château Grand Escalion 2021,https://www.lcbo.com/en/ch-teau-grand-escalion-2018-18141,https://aem.lcbo.com/content/dam/lcbo/products/0/1/8/1/018141.jpg.thumb.319.319.png,"Château Grand Escalion was built in 1884, and today the property is farmed using Terra Vitis sustainable agricultural practices. This rich, spicy wine has boldly outlined black fruit and a generous, food-friendly character. Try it with grilled veggies or mushroom burgers.","Château Grand Escalion was built in 1884, and today the property is farmed using Terra Vitis sustainable agricultural practices. This rich, spicy wine has boldly outlined black fruit and a generous, food-friendly character. Try it with grilled veggies or mushroom burgers.",Rhône,France,['Vintages'],1642639953000,true,13.95,N/A,13.95,750,12.5,3.0,1,mushroom burgers ; grilled veggies ; food-friendly character ; black fruit ; spicy wine ; agricultural practices ; Terra Vitis ; Grand Escalion ; today the property,"['Events', 'Vintages', 'Collections', 'Events|Vintages Events', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Collections|Shop Low-Sugar Wines', 'Events|Vintages Events|UGCB Event', 'Vintages|New Release Collection|Previous Releases ', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Grenache/Syrah/Carignan,false,false,true,true,true,0,0,3,4.0,4.4564901874171765,734,4959,1506,3794
Cusumano Nero D'Avola Sicilia DOC,https://www.lcbo.com/en/cusumano-nero-d-avola-terre-siciliane-igt-143164,https://aem.lcbo.com/content/dam/lcbo/products/1/4/3/1/143164.jpg.thumb.319.319.png,"Nero d'Avola, the 'black grape of Avola,' thrives in Sicily's dry, hot climate. This robust and rustic red features notes of dark fruit with hints of coffee and spice. The palate is dry, with prominent flavours of cherry and plum. Balanced acidity and ripe tannins make this an excellent wine for food pairing.","Nero d'Avola, the 'black grape of Avola,' thrives in Sicily's dry, hot climate. This robust and rustic red features notes of dark fruit with hints of coffee and spice. The palate is dry, with prominent flavours of cherry and plum. Balanced acidity and ripe tannins make this an excellent wine for food pairing.",Sicily,Italy,N/A,1642639801000,true,13.8,N/A,13.8,750,13.5,3.0,1,food pairing ; ripe tannins ; Balanced acidity ; prominent flavours ; features notes ; hints of coffee ; plum ; dry,"['Deals', 'Events', 'Collections', 'Deals|Aeroplan', 'Events|Vintages Events', 'Collections|Mediterranean', 'Deals|Black Friday Offers', 'Collections|Aeroplan Offers', 'Collections|Shop Low-Sugar Wines', 'Events|Vintages Events|UGCB Event', 'Collections|Shop Red Wines by Price', 'Collections|Aeroplan Offers|Red Wine', 'Collections|Shop Red Wines by Price|Under $15', 'Deals|Aeroplan|Spend and Get on Italian products', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Deals|Aeroplan|Spend and Get on Italian products|Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Nero d'Avola,true,true,false,false,false,20,20,9,4.8,4.691282759811752,2294,1975,1816,1178
Feteasca Neagra Eticheta Galbena Cotnari DOC,https://www.lcbo.com/en/feteasca-neagra-eticheta-galbena-cotnari-doc-645663,https://aem.lcbo.com/content/dam/lcbo/products/6/4/5/6/645663.jpg.thumb.319.319.png,"Feteasca Neagra, a red grape native to Romania, lends itself to several styles: rosé, sweet and fruity and full-bodied with oak ageing. This wine is medium sweet with subtle plum, strawberry/cherry and rye bread aromas, followed by fresh sweet berry flavours with a light berry-infused finish. Pair with berry cheesecake.","Feteasca Neagra, a red grape native to Romania, lends itself to several styles: rosé, sweet and fruity and full-bodied with oak ageing. This wine is medium sweet with subtle plum, strawberry/cherry and rye bread aromas, followed by fresh sweet berry flavours with a light berry-infused finish. Pair with berry cheesecake.",N/A,Romania,N/A,1642640966000,true,14.85,N/A,14.85,750,12.5,27.0,1,sweet ; berry ; berry-infused finish ; bread aromas ; subtle plum ; oak ageing ; grape native ; Feteasca Neagra ; strawberry,"['Collections', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|Under $15', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Feteasca Neagra,false,false,true,true,true,0,0,8,5.0,4.774131802023517,1319,1424,3180,2778
Château Ksara Réserve du Couvent 2022,https://www.lcbo.com/en/ch-teau-ksara-r-cserve-du-couvent-2017-443721,https://aem.lcbo.com/content/dam/lcbo/products/4/4/3/7/443721.jpg.thumb.319.319.png,"Established in 1857, Ksara is Lebanon's oldest continuously operating winery. This blend of Syrah, Cabernet Franc and Cabernet Sauvignon has notes of roasted black cherry, earth, dried herbs, and oak spice. There's ample concentration and freshness, with the structure to cellar through 2028+. An ideal match for grilled lamb.","Established in 1857, Ksara is Lebanon's oldest continuously operating winery. This blend of Syrah, Cabernet Franc and Cabernet Sauvignon has notes of roasted black cherry, earth, dried herbs, and oak spice. There's ample concentration and freshness, with the structure to cellar through 2028+. An ideal match for grilled lamb.",Bekaa Valley,Lebanon,['Vintages'],1642640481000,true,19.95,N/A,19.95,750,13.0,3.0,1,Cabernet Sauvignon ; grilled lamb ; oak spice ; dried herbs ; black cherry ; blend of Syrah ; earth,"['Vintages', 'Gift Shop', 'Collections', 'Gift Shop|Holiday', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Gift Shop|Holiday|Taste of Home ', 'Collections|Shop Low-Sugar Wines', 'Vintages|New Release Collection|Previous Releases ', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Red Blend,false,false,true,true,true,0,0,11,4.6,4.596874877924918,5082,4175,4032,N/A
Escondido Tempranillo 2020,https://www.lcbo.com/en/escondido-tempranillo-2018-132597,https://aem.lcbo.com/content/dam/lcbo/products/1/3/2/5/132597.jpg.thumb.319.319.png,"Vanilla and some flattering mocha notes on top of the blackberries and dark plums. A medium-bodied Ribera del Duero with fine spices and fleshy fruit spreading across the palate. Some coconut and blackberries in the long finish. Well crafted. Drink now [through 2026+]. Score - 92. (jamessuckling.com, Sept. 9, 2022)","Vanilla and some flattering mocha notes on top of the blackberries and dark plums. A medium-bodied Ribera del Duero with fine spices and fleshy fruit spreading across the palate. Some coconut and blackberries in the long finish. Well crafted. Drink now [through 2026+]. Score - 92. (jamessuckling.com, Sept. 9, 2022)",Ribera del Duero,Spain,['Vintages'],1642639761000,true,18.95,N/A,18.95,750,13.5,3.0,1,blackberries ; long finish ; fleshy fruit ; medium-bodied Ribera ; dark plums ; mocha notes ; Drink ; coconut,"['Vintages', 'New Arrivals', 'New Arrivals|Wines', 'Vintages|Last Call!', 'New Arrivals|Wines|Red Wine', 'Vintages|High-scoring Wines', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Vintages|High-scoring Wines|Red Wine', 'Vintages|Last Call!|Wines for Every Palate', 'Vintages|Last Call!|Wines for Every Palate|Red', 'Vintages|New Release Collection|February 1 2025', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Tempranillo,true,true,false,false,false,2,2,2,4.0,4.494531036368608,591,2625,1559,2680
Diablo Dark Red,https://www.lcbo.com/en/diablo-dark-red-32497,https://aem.lcbo.com/content/dam/lcbo/products/0/3/2/4/032497.jpg.thumb.319.319.png,"This seductive red exemplifies Chile's ability to produce nuanced, international wine styles. The Diablo Dark is a dazzling, flavour-packed red with a slightly off-dry profile. On the palate, the aromas of mocha and black fruit are complemented by vanilla. This food-friendly wine pairs well with red meats and spicier fare.","This seductive red exemplifies Chile's ability to produce nuanced, international wine styles. The Diablo Dark is a dazzling, flavour-packed red with a slightly off-dry profile. On the palate, the aromas of mocha and black fruit are complemented by vanilla. This food-friendly wine pairs well with red meats and spicier fare.",Maule Valley,Chile,N/A,1689862937000,true,15.95,14.35,14.35,750,13.5,17.0,1,wine ; spicier fare ; black fruit ; off-dry profile ; Diablo Dark ; aromas of mocha ; vanilla ; palate,"['Collections', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|$15 to $20', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Red Blend,false,false,true,true,true,0,0,4,4.5,4.56674088831595,2039,2465,2546,2723
